jumpingjacks (1).jpg,jumpingjacks_up,289.49704,179.93625,-344.18234,294.45715,166.50325,-302.3771,298.5926,166.36086,-302.29315,303.49405,166.16174,-302.35547,278.26788,167.56923,-308.7579,271.8355,168.23137,-308.8783,264.96832,168.8349,-308.95377,310.67477,174.47511,-117.28748,256.28915,175.53227,-141.08344,298.73956,194.70056,-278.62277,279.1649,196.66711,-286.27615,357.39136,247.22812,-86.825516,214.24538,252.32729,-106.092545,406.76324,137.47775,-194.88199,168.2452,151.9679,-212.12057,341.39557,48.56688,-197.05154,222.19395,58.458572,-174.36714,316.27805,30.748518,-232.59514,237.08035,36.47849,-218.84561,304.2952,35.441948,-204.136,248.44716,43.767715,-183.3412,308.28513,44.71899,-192.3273,246.55914,53.74359,-169.1729,338.05435,511.65897,0.63403153,238.91275,519.70593,-0.8678982,445.44614,657.01886,-37.788544,154.0913,677.0108,-8.638268,536.3788,791.9615,190.45035,58.06692,803.4112,190.17151,535.07117,815.891,202.57664,60.49518,824.45825,199.21045,579.0595,838.53174,16.905998,27.682749,847.5983,14.295548
jumpingjacks (10).jpg,jumpingjacks_up,308.11795,199.45723,-320.62555,315.05017,189.84038,-273.21725,320.3125,190.49094,-273.2164,325.86966,191.0045,-273.3248,298.64975,190.54562,-275.0195,292.51495,191.49875,-275.08102,286.91772,192.39388,-275.05463,331.7758,203.66441,-77.55638,278.79086,203.22066,-80.10612,318.47052,215.88051,-254.0041,300.19528,215.94052,-255.31815,379.28418,281.42435,-47.516064,231.15013,286.237,-41.03908,453.10565,188.84705,-158.49747,170.27983,210.57928,-148.3651,442.53152,74.036705,-257.0229,156.14969,95.61021,-256.5563,449.9733,52.035103,-311.47726,140.19913,66.910576,-326.65704,434.31885,50.130802,-313.40106,157.14311,63.219227,-317.3998,426.88834,60.785454,-269.60614,165.11302,73.80148,-267.5115,358.41693,547.0591,-7.071202,259.02933,552.5297,7.0228887,464.3517,711.70844,-31.42632,173.78217,730.27167,-25.097769,560.5892,862.1744,207.53986,87.117874,883.1634,199.36185,558.3583,880.92334,217.49878,95.43324,904.70245,208.01808,589.90955,926.4618,-15.545718,53.16571,946.1039,-8.829704
jumpingjacks (100).jpg,jumpingjacks_up,261.04456,159.34267,-431.60547,271.27972,143.5448,-383.16083,276.46884,143.61356,-383.10434,283.38855,143.78633,-383.2493,249.31154,143.65489,-387.10593,242.08401,143.72206,-387.15564,235.24687,143.94572,-387.03384,292.96674,151.69754,-171.19937,224.13046,150.17946,-183.40683,274.58432,178.78636,-358.01022,247.66075,178.68648,-362.0848,349.43417,244.20955,-79.589485,175.8522,247.97562,-90.12814,486.15207,228.97173,-184.48375,40.14714,226.18054,-191.6298,519.12683,101.75133,-373.77542,15.395326,77.72201,-356.79092,528.8628,56.85258,-431.3999,8.887909,41.80864,-428.0051,517.7688,45.955276,-428.10876,20.669306,34.955063,-410.15228,510.86612,61.593647,-387.36505,25.016087,47.25458,-364.2918,325.3595,510.74237,-12.414037,220.71951,513.8334,12.372636,386.6364,696.2028,-43.111347,159.08432,704.95404,15.988826,455.79648,864.6799,299.48834,115.4265,867.7034,326.0289,456.06082,883.72644,319.77213,125.72357,884.7288,343.97638,461.6245,939.81305,56.48515,98.162445,939.9108,109.388115
jumpingjacks (101).jpg,jumpingjacks_up,264.03723,126.69829,-400.9384,274.8348,108.83072,-356.17868,281.59354,109.044044,-356.21796,286.38763,109.0793,-356.3998,252.92992,109.91025,-359.05447,245.38193,110.486534,-359.0641,239.99167,111.14896,-358.94983,297.8334,117.911575,-141.50546,230.87271,119.27527,-154.10008,278.66968,146.19193,-325.02133,252.84631,148.53003,-328.70566,356.69998,216.39117,-42.889584,182.32544,222.8713,-51.026073,489.14844,210.66687,-133.5346,48.332687,219.85283,-122.71764,557.1481,102.2405,-335.3346,-20.306978,140.94984,-325.53375,577.17194,65.61664,-388.0092,-47.549866,123.39887,-384.12894,566.8703,52.40521,-404.04086,-37.72826,117.77729,-401.6895,555.92365,67.03091,-356.12015,-23.079681,124.5912,-347.17072,321.15552,490.2549,-0.82803017,217.63019,490.4694,0.7720757,376.4394,687.6442,33.884262,166.42368,694.2319,11.635398,436.32257,877.6193,295.50873,111.63677,876.0312,277.08334,430.6064,901.43475,306.9384,118.253456,895.8919,288.93265,459.00275,955.17084,48.613083,91.047104,950.267,39.796062
jumpingjacks (102).jpg,jumpingjacks_up,262.06934,145.40569,-419.29907,272.09818,128.66017,-373.68732,279.05038,128.60606,-373.6461,284.61032,128.50174,-373.76755,250.57674,129.64731,-374.77182,243.37611,130.02603,-374.82013,237.5759,130.51993,-374.71304,295.87204,135.21744,-166.45854,227.0628,135.92593,-167.32182,276.8377,164.83757,-346.96582,251.73831,167.64317,-347.5913,356.3118,236.58357,-74.02552,177.00429,238.57474,-74.84499,487.82678,204.1228,-181.54701,41.643867,215.25534,-174.23297,510.97543,73.57146,-350.76288,13.91031,72.02397,-348.12473,521.6738,31.895306,-404.02002,6.344682,38.08535,-417.17188,507.5707,21.550386,-402.63754,16.984709,30.553417,-401.91556,498.9279,37.73658,-364.129,22.124323,42.437836,-356.54898,321.65204,511.9808,-3.8787594,214.65988,514.0677,3.8443055,384.89072,701.6503,22.687181,160.64906,703.9034,10.374431,448.63367,882.0477,309.4976,105.34304,875.55206,279.7214,446.41357,904.1302,323.96542,110.582016,894.179,293.49908,465.7971,956.69977,63.355194,92.41707,951.12616,51.415154
jumpingjacks (103).jpg,jumpingjacks_up,259.1526,172.06017,-414.71475,269.88846,154.27592,-366.9814,277.27362,153.79015,-366.92282,282.2173,153.55885,-367.0332,247.20004,155.94559,-366.69656,239.91603,156.39258,-366.7466,233.05894,157.0121,-366.64697,291.02606,162.4515,-151.58318,223.80408,164.54417,-144.56854,273.28897,191.78917,-339.37485,247.32336,193.1749,-338.16507,350.16708,259.7766,-70.05173,175.83653,265.67807,-37.20799,476.9787,206.3632,-191.08656,48.421326,219.0214,-140.29475,457.57593,73.79291,-329.67123,63.9355,82.20028,-308.06522,448.32758,40.40981,-387.28146,63.292103,47.497677,-384.61865,435.5696,35.296505,-370.9674,72.99916,44.073143,-356.8617,436.3297,48.442352,-334.5307,76.148544,55.3696,-311.59146,324.32214,535.57544,-19.902126,217.40788,538.1239,19.864697,385.94525,717.5867,3.3966084,157.18893,722.3557,41.862705,452.1462,889.1684,326.31757,98.46984,891.31903,339.9773,451.14484,908.2248,343.96176,105.60476,911.681,356.15973,468.1221,962.14496,77.77611,81.93372,959.9259,116.906364
jumpingjacks (104).jpg,jumpingjacks_up,258.6108,182.62535,-455.09396,267.3268,166.96228,-407.36633,273.90796,167.08163,-407.2841,278.87494,166.92299,-407.37515,246.94635,167.67284,-408.7657,239.77472,167.94753,-408.8278,233.52829,168.24823,-408.72708,287.75067,174.40173,-185.23709,221.67618,175.81104,-185.85864,271.95395,201.69743,-376.0324,248.21391,203.62378,-377.08755,346.80713,268.31308,-97.4575,173.56796,275.88025,-77.10475,465.42722,201.2532,-237.91104,52.974342,218.10489,-179.5066,412.63943,79.96718,-377.5816,95.98055,86.09223,-312.20312,397.8718,42.165375,-439.78778,107.47359,45.023273,-390.7799,382.69504,38.779076,-413.1238,119.88678,42.184105,-355.84323,383.56726,54.02432,-377.04404,118.76474,57.881153,-310.91156,317.74872,544.9551,-14.362526,211.83722,548.3948,14.265541,385.24097,721.7506,4.3657956,156.74774,730.32434,46.66059,455.59875,892.0326,330.95682,92.00983,889.88544,351.82608,452.08685,911.9204,349.46115,98.70081,910.2316,369.12384,465.80542,956.9511,92.98957,75.35306,954.6405,135.05377
jumpingjacks (105).jpg,jumpingjacks_up,263.81854,186.4639,-481.6333,273.2396,169.75777,-433.76495,279.61716,169.93968,-433.66116,284.32187,169.82164,-433.74603,252.18358,170.25241,-435.56467,244.93597,170.38332,-435.63535,238.5766,170.5814,-435.54263,292.71124,176.83493,-208.35838,226.65747,177.99707,-210.55049,276.6709,206.30893,-401.03125,252.99332,207.80878,-402.59924,351.26938,270.67966,-114.37561,176.99585,277.52188,-102.01659,470.31918,202.46674,-255.13068,57.31356,220.26443,-210.03447,417.7059,82.36376,-396.43057,100.62549,87.974945,-339.25363,403.45068,45.050056,-459.12262,111.066765,45.890427,-418.9848,388.63135,41.881264,-430.7021,124.72708,42.607925,-381.46252,389.41333,56.66675,-395.29736,124.559814,58.4042,-336.66034,322.63712,548.5139,-10.107046,216.86983,551.6456,9.959701,390.20993,726.12146,-1.8790668,159.28471,737.91473,55.23215,458.39203,895.4531,356.09247,96.62695,889.96497,402.26944,456.00366,915.3526,377.91586,101.69363,907.36,423.9226,467.4887,959.4206,114.94741,84.55527,957.8292,184.41907
jumpingjacks (106).jpg,jumpingjacks_up,256.2184,186.7545,-540.2731,264.79956,172.87299,-493.61374,270.59143,172.96326,-493.44345,275.67822,172.87743,-493.47464,244.05148,173.57013,-496.16162,237.42003,174.06194,-496.24426,229.94539,174.81258,-496.1669,284.27765,182.58022,-277.35245,216.76767,183.10674,-284.6581,269.15332,206.39536,-463.6323,243.8564,205.11276,-466.49118,342.7134,271.73538,-212.41281,171.05182,279.95508,-193.13568,455.04254,201.58069,-386.3376,53.697697,215.99638,-341.84848,384.4281,85.59558,-516.3396,119.41683,88.65843,-421.7623,359.48032,50.207752,-574.84406,138.33693,50.619583,-489.92856,347.8795,47.19267,-538.19763,149.24657,50.633358,-436.75705,351.6345,59.086464,-509.99362,147.03,64.245255,-410.8576,316.58313,549.19604,-10.156111,211.64783,553.7804,9.850566,380.2859,725.1575,-12.241167,155.16711,729.8263,69.10898,450.0537,887.75964,351.96106,93.09612,882.9323,411.60577,445.44437,906.41473,375.50754,96.83582,898.8507,433.68304,468.51505,957.273,125.2577,75.95733,954.1051,210.54756
jumpingjacks (107).jpg,jumpingjacks_up,254.82826,180.09944,-529.2408,264.7007,164.52278,-485.55533,271.05566,164.23898,-485.42355,276.4035,163.87097,-485.4661,243.63991,165.65788,-483.0107,236.88892,165.84036,-483.0508,230.00725,166.24937,-482.95264,285.4874,172.53181,-286.007,218.91406,173.83682,-269.18896,269.06253,199.3108,-459.03577,243.05501,199.4175,-454.84082,343.5938,264.26572,-246.07185,171.75166,274.46286,-160.85818,457.9595,199.76349,-470.4877,48.87356,214.93988,-329.41852,384.4255,93.27303,-615.94824,119.73597,98.203995,-460.61597,356.0332,58.74138,-675.2046,139.82863,62.88514,-528.0322,345.4992,56.00509,-632.1536,151.35718,64.42739,-475.38843,350.6251,67.96755,-606.2605,148.3339,76.74213,-450.7216,316.66757,543.05396,-27.061396,211.61537,546.72064,26.728792,382.74997,720.9492,-32.082897,156.10992,727.7337,73.02617,452.61255,888.6871,300.70764,92.1109,882.0888,374.87845,452.9272,907.3896,319.97528,95.40458,897.0032,392.45374,461.3989,959.80365,61.80318,80.45229,957.234,173.63655
